Region,Crop_Type,Temperature,Rainfall,Pesticide_Use,Yield,Soil_Moisture,Humidity,Solar_Radiation,Wind_Speed,Previous_Crop,Fertilizer_Residuals,Pest_Infestation_Severity,Disease_Presence,Pesticide_Effectiveness,Monsoon_Delay,Flood_Occurrence,Temperature_Extremes,Year
Odisha,Sugarcane,21.72,1370.46,106.8,3218.82,9.41,75.16,7.75,5.49,Sugarcane,174.66,9.35,0,72.43,14.25,0,0,2022
Andhra Pradesh,Maize,24.36,1204.74,423.33,1699.58,9.8,58.43,3.32,16.48,Maize,61.26,8.31,0,91.14,12.42,1,0,2022
Karnataka,Sugarcane,31.89,1226.51,477.86,3248.97,28.73,56.81,6.02,0.11,Soybean,96.51,9.35,1,81.73,0.67,1,0,2022
Andhra Pradesh,Wheat,34.63,905.22,150.4,4450.44,23.51,30.43,3.29,11.3,Wheat,283.63,5.2,0,93.29,4.35,1,0,2022
Uttar Pradesh,Maize,39.87,1489.37,187.86,3463.19,6.35,79.16,7.47,6.78,Wheat,294.21,2.08,1,64.46,5.78,1,1,2022
Telangana,Wheat,38.57,1201.41,436.39,4782.79,23.7,51.59,5.65,6.45,Rice,234.94,3.12,1,96.82,1.57,0,0,2022
Karnataka,Rice,32.77,1245.15,459.04,3050.58,14.28,62.45,6.35,12.9,Maize,113.05,3.12,0,97.4,7.66,0,1,2022
Bihar,Wheat,28.36,1413.94,261.28,4278.04,16.08,70.64,7.16,17.03,Wheat,115.13,0.0,1,66.21,0.59,1,0,2022
Andhra Pradesh,Rice,32.65,666.56,117.3,2296.85,28.12,72.16,3.75,12.18,Soybean,211.45,2.08,1,61.36,11.95,0,1,2022
Tamil Nadu,Rice,35.63,1344.47,112.92,4784.59,29.36,87.36,3.19,17.06,Sugarcane,79.4,2.08,0,99.59,4.57,0,1,2022
Madhya Pradesh,Wheat,22.31,566.29,321.49,3884.53,17.03,61.88,7.39,5.29,Rice,287.08,0.0,1,79.29,6.2,1,1,2022
Chhattisgarh,Maize,28.13,757.21,250.85,2374.82,33.45,53.98,4.57,10.39,Soybean,106.2,8.31,1,82.88,19.67,0,1,2022
Karnataka,Sugarcane,36.71,744.83,108.73,2763.03,17.21,87.22,3.64,9.01,Wheat,299.91,10.39,0,84.64,10.86,1,1,2022
Madhya Pradesh,Sugarcane,27.61,1562.54,325.12,4781.22,28.19,68.53,5.34,0.23,Maize,173.93,0.0,0,91.59,5.81,1,1,2022
Gujarat,Rice,31.36,1407.39,101.96,3605.71,19.54,47.89,5.99,11.14,Rice,242.86,8.31,1,92.48,12.93,1,1,2022
West Bengal,Rice,31.68,1209.78,404.77,2427.71,31.96,37.59,3.15,13.23,Wheat,50.55,0.0,1,67.76,4.36,1,0,2022
Andhra Pradesh,Maize,23.63,1242.7,217.11,5747.52,32.27,80.55,4.37,11.84,Rice,272.19,1.04,1,69.47,1.61,1,0,2022
Chhattisgarh,Soybean,27.18,1032.86,113.25,4633.26,7.63,51.73,3.16,14.73,Wheat,117.5,1.04,1,95.07,0.45,1,1,2022
Madhya Pradesh,Wheat,26.63,1522.56,327.11,5702.73,33.13,69.63,5.1,11.43,Sugarcane,216.98,5.2,0,92.78,20.56,0,0,2022
Andhra Pradesh,Rice,20.48,949.15,252.72,3360.46,29.8,58.25,7.48,1.34,Maize,251.59,6.24,1,84.7,15.65,0,0,2022
Telangana,Sugarcane,20.44,801.94,477.51,3572.56,28.77,41.94,7.91,2.33,Sugarcane,91.04,10.39,1,99.79,17.28,0,1,2022
Madhya Pradesh,Maize,36.55,525.33,309.89,5441.2,11.04,66.1,6.19,11.93,Wheat,160.63,0.0,1,89.41,21.19,1,0,2022
Bihar,Wheat,25.4,1317.93,204.94,3793.29,29.19,33.64,3.81,5.5,Soybean,173.46,2.08,1,68.63,20.13,1,1,2022
Tamil Nadu,Maize,30.29,1252.1,374.36,4598.58,30.54,54.8,7.53,1.59,Sugarcane,128.03,1.04,0,93.87,15.92,1,0,2022
Haryana,Wheat,25.91,806.83,203.48,2587.42,13.69,62.8,5.58,8.59,Soybean,170.44,7.28,1,76.59,14.99,0,1,2022
Odisha,Wheat,38.72,350.01,450.37,3447.17,33.61,56.16,3.77,11.09,Wheat,129.39,8.31,0,61.45,7.28,0,0,2022
Odisha,Rice,25.13,1385.08,243.76,2018.58,6.5,74.92,7.61,6.57,Maize,140.19,1.04,0,72.86,2.25,1,1,2022
Maharashtra,Maize,28.53,332.49,312.1,2383.29,9.51,79.68,6.79,14.41,Soybean,217.33,1.04,0,90.54,12.39,1,0,2022
Tamil Nadu,Maize,37.37,1212.99,117.28,1477.21,21.15,76.27,6.66,12.88,Wheat,208.15,9.35,0,98.41,12.45,1,0,2022
Telangana,Sugarcane,36.75,1552.02,263.81,1646.55,22.3,32.33,6.55,6.66,Soybean,108.07,8.31,0,71.05,20.57,1,0,2022
Punjab,Sugarcane,23.67,874.62,422.32,5791.77,24.38,41.65,4.0,15.1,Sugarcane,274.37,3.12,1,69.86,9.56,1,1,2022
Andhra Pradesh,Rice,35.97,616.83,411.9,2544.03,5.52,62.2,4.06,12.97,Wheat,265.7,4.16,0,82.54,14.92,0,1,2022
Tamil Nadu,Rice,29.1,1214.48,185.07,4404.28,33.85,86.09,6.44,12.75,Sugarcane,177.27,10.39,0,92.47,12.42,1,0,2022
Uttar Pradesh,Soybean,29.59,1357.26,185.76,5181.11,6.34,80.1,4.1,11.07,Rice,158.31,8.31,0,89.86,3.82,1,0,2022
Andhra Pradesh,Sugarcane,22.62,1012.97,416.45,3906.47,9.3,80.55,5.19,0.23,Wheat,144.21,5.2,1,82.4,12.79,1,1,2022
Rajasthan,Wheat,21.56,1547.93,460.58,2149.8,5.43,48.19,6.91,13.93,Soybean,226.82,9.35,0,85.26,11.67,1,0,2022
Odisha,Maize,34.48,383.69,134.76,4690.67,22.03,55.77,6.92,7.52,Rice,217.92,8.31,1,69.68,10.67,0,0,2022
Telangana,Rice,29.86,960.01,273.15,4125.62,33.0,58.24,5.27,18.85,Sugarcane,99.05,8.31,0,77.3,11.09,1,1,2022
West Bengal,Maize,28.67,1231.76,229.22,4704.52,25.01,39.44,6.96,16.36,Sugarcane,217.86,6.24,0,70.21,3.54,1,1,2022
West Bengal,Maize,34.51,1415.15,437.28,4874.64,29.71,31.86,7.19,11.75,Soybean,113.11,9.35,1,95.38,10.01,1,0,2022
Punjab,Soybean,35.23,545.96,130.14,5783.49,5.4,86.81,6.27,5.04,Rice,54.64,8.31,1,64.5,13.08,0,1,2022
Haryana,Sugarcane,23.12,1335.48,179.92,4007.68,21.28,44.44,4.14,4.07,Maize,224.8,4.16,1,87.19,10.57,1,0,2022
Telangana,Rice,32.13,1020.95,391.15,2982.79,18.81,44.4,4.37,6.81,Soybean,211.2,4.16,0,70.41,10.56,0,0,2022
Uttar Pradesh,Maize,22.65,822.34,117.56,4338.68,19.99,35.0,4.57,9.53,Sugarcane,152.7,7.28,1,79.02,1.67,1,1,2022
Punjab,Rice,34.95,485.5,289.73,1775.49,7.17,85.71,3.58,5.92,Wheat,181.42,9.35,1,71.98,4.12,1,0,2022
Karnataka,Wheat,33.06,1418.53,270.05,5438.74,25.56,64.78,4.37,10.3,Rice,286.79,3.12,1,72.93,6.93,1,1,2022
Andhra Pradesh,Soybean,39.04,518.0,228.03,2000.6,20.12,70.02,4.05,3.31,Maize,198.8,8.31,1,70.42,9.06,1,1,2022
Uttar Pradesh,Wheat,21.33,711.98,251.5,2921.81,27.99,84.69,5.28,19.55,Wheat,214.47,6.24,1,90.11,12.83,1,0,2022
Gujarat,Rice,21.09,686.87,304.32,5077.91,19.58,50.74,7.54,2.16,Rice,65.98,6.24,0,74.63,18.65,1,1,2022
Haryana,Rice,25.58,1426.31,160.51,4112.63,9.49,67.29,3.52,18.64,Soybean,91.5,2.08,1,89.05,3.44,1,0,2022
Madhya Pradesh,Sugarcane,25.18,1173.57,320.73,3212.56,24.47,32.33,6.6,18.27,Soybean,125.24,3.12,0,78.24,0.33,1,1,2022
Rajasthan,Maize,24.88,1331.26,411.82,3565.2,10.18,41.21,6.44,10.51,Rice,184.84,6.24,1,81.89,9.7,1,0,2022
Odisha,Maize,38.04,636.54,394.15,5249.38,31.21,79.87,3.48,14.5,Maize,244.15,10.39,1,81.73,9.33,0,1,2022
Odisha,Wheat,24.93,1112.74,157.6,2975.56,23.42,76.01,7.61,8.72,Rice,130.31,10.39,0,99.03,11.92,0,0,2022
Odisha,Soybean,25.38,1045.16,155.78,5316.12,9.73,51.04,5.84,12.6,Wheat,139.1,4.16,0,74.68,18.0,0,0,2022
Andhra Pradesh,Maize,35.11,1377.23,202.18,1862.51,33.91,52.61,4.82,6.81,Wheat,114.04,2.08,0,68.31,17.33,0,1,2022
Rajasthan,Sugarcane,28.93,1470.41,238.43,4905.8,20.57,62.01,6.78,6.02,Soybean,113.65,0.0,0,96.47,2.16,1,0,2022
Uttar Pradesh,Wheat,35.45,333.43,256.92,5218.45,7.19,30.01,4.29,11.56,Rice,287.22,6.24,1,66.99,20.18,1,0,2022
Madhya Pradesh,Wheat,21.26,1175.25,362.76,2276.51,23.83,44.47,6.47,9.96,Soybean,208.86,5.2,0,93.38,2.39,0,0,2022
Punjab,Sugarcane,29.68,383.9,119.66,3374.79,12.61,42.49,3.2,11.59,Maize,88.98,9.35,1,66.01,13.71,0,0,2022
Andhra Pradesh,Soybean,20.62,1016.05,111.08,2204.4,29.14,45.03,7.2,5.73,Wheat,230.56,6.24,1,86.35,14.53,0,0,2022
Odisha,Sugarcane,21.2,683.81,250.46,4595.6,29.57,78.35,5.24,7.34,Sugarcane,230.51,1.04,1,66.02,14.69,0,0,2022
Madhya Pradesh,Soybean,38.04,708.15,369.57,3838.8,34.41,46.78,6.18,1.68,Sugarcane,216.62,3.12,0,96.92,5.73,1,1,2022
Rajasthan,Sugarcane,22.73,766.89,173.02,4280.6,20.08,41.49,4.11,1.05,Rice,83.68,1.04,0,82.6,7.14,0,1,2022
Chhattisgarh,Sugarcane,30.58,1108.18,347.85,2341.34,18.67,60.26,6.39,5.07,Rice,152.0,7.28,0,73.17,11.85,1,1,2022
Maharashtra,Rice,28.16,742.84,198.93,2408.77,27.63,81.94,6.86,1.48,Sugarcane,76.69,6.24,1,65.61,4.31,1,1,2022
Uttar Pradesh,Wheat,26.88,1249.88,443.29,1656.42,8.98,44.48,5.37,2.08,Rice,254.16,0.0,0,74.85,0.44,1,0,2022
Haryana,Sugarcane,37.91,832.48,447.03,2896.29,21.43,34.71,6.09,16.26,Wheat,213.79,1.04,0,88.2,12.14,0,0,2022
Telangana,Sugarcane,20.39,404.91,213.54,3946.61,21.41,51.38,5.28,0.78,Maize,176.8,1.04,1,75.4,10.05,0,1,2022
Haryana,Maize,33.2,1314.82,187.29,5264.35,7.69,74.86,7.47,13.18,Maize,135.75,3.12,0,69.84,14.19,1,0,2022
Uttar Pradesh,Wheat,39.18,681.42,258.03,4420.27,17.56,63.04,5.49,5.45,Soybean,96.06,2.08,1,83.1,3.17,0,1,2022
Bihar,Maize,31.13,868.4,191.4,3397.1,30.63,79.01,7.21,17.43,Wheat,76.61,0.0,0,76.71,18.17,0,0,2022
Rajasthan,Wheat,38.65,1189.78,359.9,5684.98,30.72,87.58,7.01,9.7,Rice,292.31,1.04,0,66.63,3.16,1,0,2022
Rajasthan,Maize,21.0,740.82,419.87,4651.46,7.99,77.56,5.05,6.11,Rice,99.91,10.39,0,66.16,19.26,1,1,2022
Karnataka,Sugarcane,28.31,389.94,360.18,5583.54,7.73,66.23,4.15,10.35,Soybean,64.97,8.31,0,88.3,9.71,0,0,2022
Odisha,Sugarcane,25.14,793.55,419.2,3804.51,12.9,59.6,5.03,7.64,Soybean,290.42,0.0,0,98.99,11.88,1,1,2022
Punjab,Rice,34.54,1519.2,252.45,2617.17,31.28,32.4,7.13,11.29,Rice,187.24,8.31,1,69.32,19.37,0,1,2022
Rajasthan,Maize,39.53,1134.18,158.54,1706.48,8.88,89.06,4.14,2.29,Rice,249.16,6.24,0,90.93,6.48,0,1,2022
Telangana,Soybean,25.07,1172.01,385.48,4681.69,26.63,53.01,5.62,19.94,Wheat,60.94,1.04,0,63.5,3.93,1,0,2022
Bihar,Rice,33.01,1122.16,238.2,2009.09,8.04,39.13,7.03,8.51,Soybean,191.74,1.04,0,75.26,9.63,1,0,2022
Telangana,Maize,23.91,571.07,359.47,2811.04,23.72,70.0,4.77,6.96,Wheat,149.55,4.16,0,80.27,5.28,0,1,2022
Tamil Nadu,Maize,31.23,850.04,203.15,3826.09,15.7,47.06,6.21,14.2,Rice,242.99,4.16,0,70.75,11.4,1,0,2022
Telangana,Rice,29.21,1273.08,129.24,3967.26,28.7,65.15,4.23,7.28,Sugarcane,59.61,3.12,0,81.18,5.95,0,1,2022
Haryana,Sugarcane,39.35,446.91,484.84,4127.08,12.02,65.21,3.55,16.67,Sugarcane,150.42,9.35,0,95.3,18.68,1,1,2022
West Bengal,Maize,32.1,671.37,158.49,2207.74,24.2,56.74,6.97,9.09,Rice,249.77,9.35,1,97.78,13.12,0,0,2022
West Bengal,Sugarcane,26.93,669.42,483.21,3151.14,12.08,80.17,3.49,14.39,Soybean,180.67,2.08,1,64.02,0.01,1,1,2022
Andhra Pradesh,Rice,22.23,867.45,478.87,4200.49,26.44,45.9,4.36,2.15,Sugarcane,187.51,3.12,0,70.87,17.4,0,0,2022
Gujarat,Sugarcane,22.97,1564.89,407.28,5758.78,31.24,56.92,7.28,16.92,Soybean,74.29,9.35,1,99.17,7.13,0,0,2022
Bihar,Wheat,24.45,403.83,354.84,4688.52,8.81,62.26,4.73,14.71,Sugarcane,83.08,3.12,0,70.82,6.92,1,0,2022
Andhra Pradesh,Soybean,24.96,977.7,323.0,5550.13,31.03,69.82,7.87,4.23,Soybean,219.25,1.04,1,87.71,8.28,0,1,2022
Odisha,Maize,36.93,546.1,435.49,4841.34,22.83,77.04,7.9,2.91,Sugarcane,218.76,4.16,0,70.14,13.62,0,1,2022
Odisha,Soybean,31.15,1552.56,210.48,4087.9,8.82,53.69,4.34,6.33,Soybean,294.78,4.16,0,74.25,9.55,0,0,2022
Karnataka,Sugarcane,30.4,462.08,280.03,2321.61,17.85,68.76,3.2,19.52,Wheat,227.99,4.16,1,67.65,13.58,0,0,2022
Madhya Pradesh,Maize,22.24,831.3,339.22,4419.2,9.84,39.04,6.53,5.14,Soybean,173.31,10.39,0,94.25,3.17,0,1,2022
Gujarat,Sugarcane,37.12,1256.47,257.99,4227.82,26.04,85.96,5.25,9.12,Wheat,264.33,10.39,1,95.31,20.96,1,0,2022
Madhya Pradesh,Wheat,34.38,1214.08,264.35,4135.42,27.8,52.98,3.5,0.6,Wheat,76.12,9.35,0,71.88,15.76,0,0,2022
West Bengal,Rice,21.3,855.63,226.42,3637.46,8.18,73.77,6.54,7.94,Rice,162.32,0.0,0,92.94,5.41,0,1,2022
West Bengal,Maize,34.08,758.71,317.7,3809.23,20.21,31.22,3.16,11.43,Wheat,121.78,5.2,0,74.33,15.64,0,1,2022
West Bengal,Wheat,30.8,823.69,429.43,2950.98,29.47,42.31,7.35,19.06,Maize,76.16,10.39,0,63.96,12.42,1,1,2022
Rajasthan,Wheat,21.58,654.1,176.18,3767.94,33.12,59.22,3.69,10.33,Wheat,240.88,1.04,1,90.32,2.36,1,0,2022
Karnataka,Maize,29.1,579.13,462.15,2346.06,20.43,82.7,3.64,16.38,Soybean,177.7,6.24,0,83.86,3.85,0,1,2022
Tamil Nadu,Sugarcane,29.62,932.34,366.42,5031.19,33.55,61.64,3.88,10.94,Wheat,189.19,3.12,1,70.98,0.89,0,1,2022
Bihar,Wheat,23.26,659.51,418.78,2294.01,21.09,85.79,7.8,0.82,Soybean,152.81,4.16,1,70.12,17.48,1,1,2022
Telangana,Soybean,38.82,683.59,314.56,1848.51,16.84,59.03,6.47,6.3,Soybean,165.08,4.16,0,99.02,11.92,1,1,2022
Odisha,Wheat,36.91,1153.29,401.7,3400.86,30.48,59.43,7.01,11.51,Maize,79.0,4.16,0,94.5,6.84,0,1,2022
Bihar,Sugarcane,33.3,1549.84,103.87,4382.17,19.81,37.18,4.99,19.01,Wheat,218.23,1.04,1,92.39,2.73,1,1,2022
Bihar,Sugarcane,29.18,1085.73,416.87,3407.36,19.18,78.16,4.68,17.18,Wheat,158.11,4.16,1,65.12,10.46,0,1,2022
Andhra Pradesh,Soybean,28.17,415.88,113.21,2696.05,19.73,44.82,4.17,4.57,Sugarcane,254.19,2.08,0,90.21,11.35,0,0,2022
Madhya Pradesh,Wheat,32.94,414.1,444.78,3939.66,30.44,83.98,5.4,4.4,Sugarcane,99.07,3.12,1,68.58,15.16,0,1,2022
Bihar,Sugarcane,30.84,1528.07,484.6,3006.48,29.99,84.65,5.76,4.02,Rice,101.26,1.04,1,99.1,20.95,1,0,2022
Maharashtra,Maize,21.2,696.09,212.29,5595.49,17.12,86.6,6.16,18.45,Soybean,211.44,3.12,1,62.08,9.4,0,0,2022
Haryana,Rice,30.18,435.07,179.61,5550.31,15.02,61.21,4.29,17.05,Maize,261.5,8.31,0,74.09,8.77,0,1,2022
Andhra Pradesh,Rice,36.04,1079.89,396.18,3693.08,19.78,70.63,7.74,15.5,Sugarcane,168.05,7.28,1,77.15,7.99,1,0,2022
Uttar Pradesh,Rice,29.12,1111.18,196.27,2921.99,22.21,76.71,3.85,7.85,Wheat,231.74,10.39,1,92.97,17.86,0,1,2022
Punjab,Wheat,20.99,1142.79,435.28,4730.51,12.16,37.86,7.83,10.09,Rice,299.83,2.08,1,90.65,3.38,0,0,2022
Gujarat,Soybean,35.64,658.07,137.67,1635.28,28.85,66.06,3.07,9.29,Maize,297.57,0.0,1,75.0,7.43,0,1,2022
Odisha,Sugarcane,23.97,337.19,146.69,3571.1,19.62,32.06,5.41,5.07,Wheat,236.08,0.0,0,82.62,15.66,1,0,2022
Madhya Pradesh,Maize,25.11,1545.36,479.6,2959.29,15.04,59.85,4.67,10.1,Wheat,234.9,5.2,0,93.42,0.34,1,1,2022
Karnataka,Maize,23.24,637.08,360.47,5540.99,8.21,39.29,5.25,0.61,Soybean,111.9,2.08,1,60.73,6.25,0,1,2022
Odisha,Wheat,26.54,1177.8,427.99,1526.08,12.18,40.98,5.85,2.64,Soybean,258.38,3.12,1,92.09,13.86,1,0,2022
Haryana,Rice,35.05,1216.72,224.1,3915.99,33.52,51.9,5.18,17.73,Sugarcane,151.28,0.0,1,97.88,4.02,0,0,2022
West Bengal,Wheat,30.32,1093.83,361.5,4746.11,14.17,55.95,5.07,15.03,Sugarcane,290.5,7.28,0,61.28,6.54,0,1,2022
Uttar Pradesh,Soybean,24.04,715.95,329.41,3616.39,10.08,67.39,6.66,8.46,Wheat,70.36,0.0,0,61.82,10.5,1,0,2022
Punjab,Soybean,37.47,662.77,332.89,1850.44,18.84,34.47,6.43,10.34,Wheat,158.96,4.16,1,73.78,9.12,1,1,2022
Madhya Pradesh,Sugarcane,37.5,1078.13,363.86,5770.45,14.23,60.22,7.17,7.4,Sugarcane,188.96,5.2,1,63.51,2.29,0,0,2022
Tamil Nadu,Sugarcane,37.32,1419.54,322.04,3762.18,6.06,40.96,4.25,14.82,Sugarcane,151.29,1.04,0,79.17,20.27,1,1,2022
West Bengal,Soybean,24.72,1522.11,264.96,4187.2,14.71,64.44,6.05,15.68,Wheat,102.64,6.24,1,89.15,0.96,1,0,2022
Madhya Pradesh,Soybean,28.96,452.67,205.21,2518.64,21.35,68.24,5.93,15.27,Maize,198.25,6.24,1,82.68,16.2,1,1,2022
Chhattisgarh,Soybean,39.61,514.89,397.44,3609.67,21.58,63.4,4.85,14.45,Wheat,238.98,0.0,0,67.86,1.54,0,0,2022
Maharashtra,Wheat,35.36,1519.56,185.83,3369.5,15.71,74.3,5.43,4.09,Maize,211.21,3.12,0,86.19,10.09,0,1,2022
Maharashtra,Soybean,20.5,1254.76,367.69,1804.01,18.44,50.14,4.57,6.76,Maize,108.61,3.12,0,87.39,3.79,1,0,2022
Bihar,Maize,21.25,1441.04,188.59,1942.17,34.0,75.91,3.71,9.4,Wheat,232.9,4.16,0,97.3,3.05,0,1,2022
Karnataka,Rice,29.21,575.7,341.54,5173.92,16.34,55.97,4.07,6.62,Rice,114.22,0.0,0,65.87,2.72,0,0,2022
Maharashtra,Soybean,38.1,1065.31,389.05,2532.83,12.76,59.05,3.53,15.1,Sugarcane,93.8,0.0,1,87.69,9.78,1,0,2022
Tamil Nadu,Rice,30.7,1209.74,182.89,2334.58,12.32,68.89,6.42,6.59,Soybean,222.67,6.24,0,96.46,11.14,0,1,2022
Karnataka,Wheat,29.89,1182.99,120.94,3704.3,18.75,31.1,6.3,2.76,Wheat,260.7,8.31,0,80.06,2.88,1,0,2022
Bihar,Rice,22.06,837.09,148.65,4870.22,27.82,69.24,7.75,7.98,Maize,170.38,0.0,0,74.47,21.16,0,0,2022
Chhattisgarh,Wheat,33.06,337.55,334.0,1746.79,11.19,67.12,6.65,19.6,Wheat,182.85,1.04,0,66.83,5.57,0,1,2022
Bihar,Maize,36.36,1059.38,428.99,4022.02,26.31,48.59,3.26,4.52,Sugarcane,125.69,5.2,0,94.67,9.91,1,1,2022
Chhattisgarh,Wheat,27.54,639.89,115.1,1999.84,5.64,35.15,7.42,12.24,Maize,173.65,5.2,0,75.77,4.67,0,1,2022
Gujarat,Wheat,35.43,890.64,384.0,1634.16,17.59,35.46,7.31,8.66,Soybean,83.0,1.04,1,97.0,10.67,1,1,2022
Haryana,Sugarcane,39.2,1535.9,230.72,1706.12,28.31,85.39,5.22,1.42,Soybean,288.96,8.31,0,93.91,16.33,0,0,2022
Tamil Nadu,Soybean,24.02,825.5,284.26,5159.3,15.18,71.36,5.93,9.76,Soybean,250.09,3.12,1,75.07,11.26,0,0,2022
Karnataka,Soybean,30.4,1386.1,459.97,1994.37,21.94,37.63,7.88,14.04,Rice,216.99,6.24,1,82.96,6.17,0,0,2022
Tamil Nadu,Maize,25.68,557.77,227.08,1672.57,11.16,51.4,5.66,10.26,Maize,184.55,5.2,0,61.09,5.37,1,1,2022
Bihar,Maize,35.77,1173.26,279.11,3408.17,27.29,65.55,7.53,17.44,Maize,248.04,10.39,0,70.53,16.39,0,0,2022
Odisha,Soybean,31.48,1560.61,102.89,5202.74,6.58,80.13,3.42,5.78,Rice,173.69,10.39,1,88.41,2.55,0,0,2022
Maharashtra,Sugarcane,32.62,447.57,129.39,2632.65,30.61,32.62,3.96,1.72,Maize,124.99,2.08,1,87.12,7.99,1,1,2022
Odisha,Soybean,35.87,328.55,198.45,3336.63,10.96,44.2,5.2,18.73,Rice,90.09,7.28,1,74.13,3.27,1,0,2022
Chhattisgarh,Sugarcane,27.85,869.44,108.41,1649.46,31.27,83.38,5.92,7.56,Wheat,211.9,6.24,0,92.34,5.57,0,0,2022
Bihar,Maize,38.21,435.78,343.9,3457.57,15.59,30.55,7.08,11.53,Sugarcane,282.36,8.31,1,69.43,3.3,1,1,2022
Gujarat,Rice,30.59,1269.83,263.92,4025.58,26.71,42.08,7.94,15.84,Soybean,88.4,2.08,0,78.45,19.16,1,0,2022
Tamil Nadu,Maize,23.1,1481.17,311.43,3995.94,14.59,87.54,4.94,6.49,Rice,95.0,0.0,0,78.9,15.81,1,1,2022
Gujarat,Maize,33.84,869.99,165.69,2942.07,32.21,66.8,3.24,14.32,Rice,158.4,1.04,1,73.63,12.12,1,1,2022
Chhattisgarh,Wheat,35.78,647.02,213.02,2867.41,8.81,45.7,7.01,2.71,Rice,251.72,10.39,0,98.19,4.85,0,0,2022
Punjab,Wheat,26.27,870.48,356.56,1944.22,10.37,34.02,6.02,5.83,Wheat,123.48,0.0,0,87.87,11.02,1,0,2022
Tamil Nadu,Wheat,37.06,1238.11,474.19,3093.96,19.81,31.69,3.99,2.89,Rice,113.48,10.39,1,81.57,11.25,0,0,2022
Andhra Pradesh,Wheat,38.03,329.49,117.22,1912.72,7.47,44.68,5.47,16.22,Sugarcane,204.99,4.16,1,80.42,12.75,0,1,2022
West Bengal,Sugarcane,25.48,1067.69,444.96,4860.71,10.89,82.89,6.71,4.45,Sugarcane,183.9,9.35,0,66.37,1.3,0,1,2022
Maharashtra,Soybean,39.58,1098.01,322.64,5743.11,33.35,54.95,6.85,14.35,Soybean,65.06,1.04,1,74.89,21.02,1,0,2022
Madhya Pradesh,Rice,22.76,1129.04,317.58,5759.91,34.33,73.22,5.5,18.87,Wheat,70.37,2.08,0,86.91,10.05,1,0,2022
Gujarat,Maize,23.98,625.79,292.75,5295.88,16.31,85.1,4.53,10.56,Sugarcane,210.75,7.28,1,96.98,20.02,0,1,2022
Maharashtra,Sugarcane,23.63,1226.16,124.62,4128.01,32.73,54.48,7.87,10.8,Maize,166.28,9.35,1,92.66,0.21,0,0,2022
Uttar Pradesh,Rice,37.79,434.21,132.62,4570.24,21.37,41.48,6.32,9.22,Maize,292.74,4.16,1,72.02,5.35,1,0,2022
Andhra Pradesh,Sugarcane,33.01,571.42,332.01,2733.39,13.11,61.03,5.04,6.52,Maize,219.63,3.12,1,77.36,2.25,1,1,2022
Maharashtra,Sugarcane,22.99,1434.01,230.58,4260.48,26.1,84.49,4.4,9.51,Rice,52.52,4.16,0,63.32,16.63,0,0,2022
Haryana,Maize,28.74,1257.54,455.45,3486.6,24.79,78.26,6.66,12.06,Rice,170.25,9.35,1,64.09,6.92,1,0,2022
Odisha,Soybean,32.23,335.45,256.19,3603.13,34.71,33.95,4.21,19.72,Maize,153.61,5.2,0,78.81,18.16,1,0,2022
West Bengal,Wheat,21.62,633.88,153.45,4821.74,12.97,71.55,3.86,18.76,Soybean,76.68,6.24,0,81.21,17.98,0,0,2022
Andhra Pradesh,Soybean,37.56,590.67,376.42,2718.87,25.19,64.31,5.65,17.24,Soybean,280.8,8.31,1,70.56,14.43,1,1,2022
West Bengal,Maize,35.99,662.4,212.01,2878.49,6.57,84.45,4.45,17.78,Rice,251.25,0.0,1,85.71,14.38,1,1,2022
Bihar,Maize,30.03,632.84,302.58,5559.13,8.42,37.35,6.14,9.36,Maize,107.52,3.12,1,88.14,15.13,0,1,2022
Maharashtra,Maize,39.25,397.5,369.83,1721.5,5.12,62.04,3.59,13.15,Soybean,114.0,8.31,1,71.96,14.55,1,1,2022
Andhra Pradesh,Rice,28.29,901.69,448.82,3619.11,35.02,82.77,6.27,17.9,Rice,58.0,4.16,1,90.34,8.36,0,0,2022
Haryana,Soybean,39.59,1249.92,406.65,5506.81,29.1,54.6,4.42,7.86,Maize,124.18,7.28,0,68.22,14.75,1,0,2022
Madhya Pradesh,Soybean,33.28,1089.66,361.45,4170.3,28.63,58.92,3.0,19.24,Wheat,196.16,0.0,1,81.77,19.39,0,0,2022
Telangana,Sugarcane,32.62,1173.78,362.73,3887.67,20.31,34.23,3.63,8.32,Maize,155.21,3.12,0,92.17,7.18,1,0,2022
Madhya Pradesh,Sugarcane,23.26,421.18,466.63,2576.69,14.02,46.69,7.67,12.02,Maize,292.31,8.31,0,81.48,20.41,0,1,2022
West Bengal,Sugarcane,37.55,1528.16,212.97,2990.01,9.55,49.47,7.34,14.2,Sugarcane,64.02,0.0,0,96.32,0.29,1,0,2022
West Bengal,Maize,28.48,1384.43,97.98,5238.34,13.56,86.71,4.17,19.01,Sugarcane,197.86,0.0,0,62.34,7.54,1,0,2022
Haryana,Soybean,23.19,1341.95,203.66,3944.29,16.3,46.96,6.89,4.89,Wheat,264.58,3.12,1,83.53,2.85,1,1,2022
Punjab,Maize,20.2,1364.71,182.56,3747.74,27.72,57.65,6.04,14.92,Wheat,170.19,2.08,1,82.47,2.74,0,1,2022
Chhattisgarh,Rice,31.12,1504.27,355.79,1913.09,21.21,70.28,7.85,10.42,Maize,50.74,6.24,0,86.41,17.62,1,1,2022
